,id,release_date,revenue,genres,vote_count,runtime,budget,vote_average,release_month,release_year
18972,41154,2012-05-23,624026776.0,Action Comedy Science Fiction,4228.0,106.0,225000000,6.3,5,2012
18973,58595,2012-05-30,396600000.0,Adventure Fantasy Drama,3183.0,127.0,170000000,5.8,5,2012
18985,93856,2012-05-24,18112929.0,Horror Thriller,492.0,88.0,0,4.9,5,2012
18986,78206,2011-10-25,1428291.0,Comedy Drama,44.0,93.0,12000000,6.8,10,2011
18990,72197,2012-03-12,118338361.0,Animation Adventure Family Comedy,379.0,88.0,60000000,6.4,3,2012
18995,70981,2012-05-30,403170142.0,Science Fiction Adventure Mystery,5152.0,124.0,130000000,6.3,5,2012
18999,92591,2012-04-27,9206470.0,Comedy Crime Drama,325.0,100.0,5000000,6.5,4,2012
19004,12645,2010-08-27,55089.0,Drama Action Thriller,39.0,100.0,10000000,6.3,8,2010
19013,50647,2012-02-23,24159934.0,Comedy,402.0,98.0,35000000,5.3,2,2012
19016,83666,2012-05-16,68263166.0,Comedy Drama Romance,1701.0,94.0,16000000,7.6,5,2012
19018,72477,2011-10-14,957240.0,Drama Thriller Crime Mystery,133.0,105.0,0,5.7,10,2011
19019,82825,2012-03-09,16000000.0,Thriller Drama,61.0,122.0,1200000,7.3,3,2012
19027,50601,2011-04-14,17479.0,War Drama,63.0,113.0,20000000,5.8,4,2011
19041,85435,2011-10-14,29007412.0,Comedy,137.0,97.0,12468389,5.9,10,2011
19045,49014,2012-05-25,6063556.0,Drama,337.0,109.0,20500000,5.1,5,2012
19047,72358,2012-03-07,22044277.0,Drama Comedy,381.0,91.0,40000000,6.0,3,2012
19049,201703,1997-02-20,161001698.0,Drama Crime,2.0,93.0,14000000,5.0,2,1997
19050,84332,2012-06-08,4007792.0,Comedy Romance Science Fiction Drama,562.0,85.0,750000,6.8,6,2012
19051,80321,2012-06-06,746921274.0,Animation Family,1857.0,93.0,145000000,6.4,6,2012
19057,68818,2011-08-31,623528.0,Adventure Action Western,73.0,98.0,0,6.6,8,2011
19058,84355,2011-09-11,3200000.0,Drama Comedy,140.0,90.0,125000,6.5,9,2011
19071,62177,2012-06-21,538983207.0,Animation Adventure Comedy Family Action Fantasy,4760.0,93.0,185000000,6.7,6,2012
19078,86467,2012-03-09,8303261.0,Romance Drama,155.0,102.0,9000000,5.0,3,2012
19079,76494,2012-05-17,79700000.0,Romance Comedy Drama,611.0,110.0,40000000,5.8,5,2012
19080,81836,2012-04-20,73244881.0,Romance Comedy,564.0,111.0,17000000,5.6,4,2012
19082,72331,2012-06-20,112265139.0,Action Fantasy Horror,1297.0,94.0,69000000,5.5,6,2012
19086,44877,2010-06-02,1163967.0,Action Thriller Crime Romance,63.0,117.0,4600000,5.9,6,2010
19094,96399,2012-06-01,9622846.0,History Drama,35.0,145.0,12000000,6.4,6,2012
19099,80585,2012-06-13,59418613.0,Comedy Drama Music Romance,392.0,123.0,75000000,6.0,6,2012
19100,88005,2012-06-22,9636289.0,Comedy Drama Romance Science Fiction,713.0,101.0,10000000,6.3,6,2012
19109,72105,2012-06-29,549368315.0,Comedy Fantasy,4811.0,106.0,50000000,6.3,6,2012
19112,77930,2012-06-28,167221571.0,Drama Comedy,1062.0,110.0,7000000,6.1,6,2012
19121,83770,2012-05-22,8784318.0,Adventure Drama,312.0,137.0,25000000,5.5,5,2012
19129,1930,2012-06-27,752215857.0,Action Adventure Fantasy,6734.0,136.0,215000000,6.5,6,2012
19139,57800,2012-06-26,877244782.0,Animation Comedy Adventure Family,2731.0,88.0,95000000,6.2,6,2012
19140,84175,2012-06-29,21107746.0,Drama Fantasy,411.0,93.0,1800000,6.8,6,2012
19144,98548,2012-06-29,12434778.0,Drama,206.0,114.0,16000000,6.6,6,2012
19151,82525,2012-07-06,82966152.0,Crime Drama Thriller,784.0,131.0,45000000,6.2,7,2012
19160,66025,2011-02-11,330048.0,Drama,3.0,95.0,0,4.5,2,2011
19180,80035,2012-07-26,68267862.0,Comedy,899.0,98.0,68000000,5.3,7,2012
19186,84165,2012-03-28,1653792.0,Comedy,94.0,91.0,8000000,5.4,3,2012
19194,73567,2011-09-10,3665069.0,Crime Drama Thriller,433.0,102.0,10000000,6.4,9,2011
19207,78571,2012-03-02,540152.0,Drama,73.0,102.0,0,5.8,3,2012
19217,103332,2012-07-25,9128263.0,Comedy Romance Fantasy Drama,546.0,104.0,0,7.0,7,2012
19218,64635,2012-08-02,198802074.0,Action Science Fiction Adventure Thriller,2540.0,121.0,125000000,5.8,8,2012
19226,103747,2012-06-01,7034007.0,Drama Comedy,142.0,101.0,0,7.0,6,2012
19258,59296,2011-06-03,1378.0,Comedy Romance,73.0,90.0,1,5.1,6,2011
19261,37724,2012-10-25,1108561013.0,Action Adventure Thriller,7718.0,143.0,200000000,6.9,10,2012
19268,77953,2012-08-09,104907746.0,Comedy,594.0,85.0,0,5.6,8,2012
19271,82696,2012-08-07,114281051.0,Drama Comedy Romance,287.0,100.0,30000000,5.8,8,2012
19276,84327,2012-07-06,714544.0,Documentary,75.0,100.0,0,7.1,7,2012
19307,77174,2012-08-03,107139399.0,Family Animation Adventure Comedy,808.0,90.0,60000000,6.7,8,2012
19308,82650,2012-08-02,77112176.0,Comedy Family,229.0,94.0,22000000,6.0,8,2012
19316,79224,2011-08-10,49000000.0,Drama Action History Thriller,68.0,122.0,8000000,6.7,8,2011
19319,84184,2012-08-03,3094813.0,Comedy Drama Romance,164.0,91.0,0,6.4,8,2012
19323,109513,2012-08-22,14400000.0,Action Comedy Romance,225.0,100.0,2000000,5.5,8,2012
19334,49526,2012-08-24,31083599.0,Crime Action Thriller,848.0,91.0,35000000,6.2,8,2012
19339,71864,2012-08-15,51854875.0,Fantasy Drama Comedy Family,392.0,105.0,0,6.6,8,2012
19340,82633,2012-08-29,53676580.0,Crime Drama,1055.0,115.0,26000000,6.8,8,2012
19342,71668,2012-05-11,8493728.0,Horror Thriller Comedy,319.0,83.0,5000000,4.1,5,2012
19344,89691,2012-02-17,3010.0,Horror Thriller,195.0,90.0,3000000,5.1,2,2012
19354,77883,2012-08-30,85446075.0,Horror Thriller,509.0,92.0,14000000,5.8,8,2012
19357,48034,2010-10-20,48531470.0,Comedy Drama,396.0,154.0,25000000,7.1,10,2010
19359,79694,2012-08-23,9627492.0,Horror Thriller,140.0,82.0,17000000,4.5,8,2012
19376,84174,2012-08-06,11947954.0,Comedy Romance,457.0,87.0,3000000,5.3,8,2012
19377,83686,2012-09-07,13231461.0,Drama Thriller,384.0,96.0,6000000,6.4,9,2012
19384,114150,2012-09-28,115350426.0,Comedy Music Romance,2310.0,112.0,17000000,7.3,9,2012
19385,77948,2012-04-04,16863583.0,Action Thriller,277.0,93.0,20000000,4.8,4,2012
19394,59967,2012-09-26,47042000.0,Action Thriller Science Fiction,4777.0,118.0,30000000,6.6,9,2012
19395,84188,2012-08-23,319285.0,Drama Thriller Crime,225.0,90.0,0,6.3,8,2012
19396,122080,2012-12-24,306.0,Drama Foreign,4.0,100.0,0,6.4,12,2012
19397,87428,2012-06-14,58058367.0,Comedy,460.0,116.0,70000000,5.5,6,2012
19399,15895,1983-09-02,8890685.0,Action Fantasy,24.0,80.0,0,4.3,9,1983
19408,84329,2012-08-16,3325038.0,Science Fiction Comedy Drama Crime,454.0,85.0,2500000,6.8,8,2012
19411,84169,2012-06-14,181107.0,Documentary,32.0,91.0,0,7.1,6,2012
19418,71679,2012-09-12,240159255.0,Action Horror Science Fiction,1618.0,95.0,65000000,5.6,9,2012
19421,89455,2012-07-25,1663931.0,Drama Romance,81.0,110.0,0,5.7,7,2012
19428,100529,2012-04-24,252603.0,Comedy,55.0,87.0,0,4.8,4,2012
19429,68722,2012-09-07,28258060.0,Drama,720.0,137.0,32000000,7.0,9,2012
19432,49049,2012-09-07,41037742.0,Action Science Fiction,1971.0,95.0,50000000,6.6,9,2012
19435,60599,2012-09-14,35485056.0,Drama Thriller,300.0,100.0,12000000,6.1,9,2012
19438,42399,2009-04-03,3006000.0,Drama Comedy,22.0,90.0,0,5.3,4,2009
19455,77016,2012-09-20,48126384.0,Crime Drama Thriller,1186.0,109.0,7000000,7.2,9,2012
19457,84348,2012-07-28,100345.0,Thriller Horror,385.0,116.0,0,5.8,7,2012
19460,84892,2012-09-20,33400000.0,Drama Romance,3056.0,102.0,13000000,7.7,9,2012
19461,103663,2012-08-28,16800000.0,Drama,946.0,115.0,3800000,7.9,8,2012
19462,103328,2012-07-02,641100.0,Drama Fantasy,232.0,115.0,0,7.0,7,2012
19466,91911,2010-04-23,23859.0,Documentary,3.0,97.0,250000,5.5,4,2010
19467,102784,2012-01-20,1620436.0,Action Crime Drama,39.0,108.0,2000000,7.1,1,2012
19468,88036,2012-08-17,24637469.0,Drama Music,36.0,116.0,14000000,5.8,8,2012
19470,51996,2011-01-24,790421.0,Crime Drama,41.0,93.0,0,6.1,1,2011
19471,75638,2012-03-02,13551174.0,Thriller,381.0,119.0,14000000,6.0,3,2012
19473,82675,2012-09-27,376141306.0,Action Crime Thriller,2783.0,91.0,45000000,6.1,9,2012
19474,82390,2012-09-14,1353868.0,Thriller,244.0,107.0,12500000,5.4,9,2012
19486,88273,2012-03-29,7594693.0,Drama History Romance,244.0,137.0,8000000,7.2,3,2012
19487,82505,2012-09-21,44287131.0,Horror Thriller,566.0,101.0,6900000,5.6,9,2012
19495,126509,2012-07-13,33400000.0,Documentary,19.0,87.0,2500000,4.6,7,2012
19505,110160,2012-05-18,12250.0,Drama Romance,190.0,168.0,9500000,7.7,5,2012
19506,101731,2012-07-06,102388.0,Comedy Drama,91.0,109.0,0,7.0,7,2012
19508,82096,1934-11-23,1120000.0,Romance Drama,5.0,85.0,947000,5.2,11,1934
19514,84342,2012-06-15,288312.0,Documentary,28.0,106.0,0,6.8,6,2012
19518,97365,2012-05-17,25762027.0,Drama Romance,438.0,123.0,15400000,7.1,5,2012
19527,123359,2012-09-11,4534.0,Horror Thriller,43.0,97.0,0,5.8,9,2012
19530,101267,2012-06-28,32726956.0,Documentary Music,88.0,93.0,12000000,6.5,6,2012
19556,62214,2012-10-04,35287788.0,Animation Comedy Family,951.0,87.0,39000000,6.6,10,2012
19561,82507,2012-03-29,77712439.0,Horror Thriller Mystery,1611.0,110.0,3000000,6.8,3,2012
19569,76492,2012-09-20,358375603.0,Animation Comedy Family Fantasy,2622.0,91.0,85000000,6.8,9,2012
19581,39062,1990-03-09,715.0,Comedy Drama,17.0,99.0,0,5.9,3,1990
19590,68734,2012-10-11,232324128.0,Drama Thriller,3473.0,120.0,44500000,7.1,10,2012
19591,86838,2012-09-07,19422261.0,Comedy Crime,1224.0,110.0,15000000,6.7,9,2012
19592,84317,2012-10-19,24995.0,Drama,25.0,83.0,0,5.0,10,2012
19593,79697,2011-09-03,175706.0,Comedy,154.0,90.0,0,5.8,9,2011
19596,84306,2012-09-14,327345.0,Romance Comedy Drama,179.0,97.0,0,6.1,9,2012
19614,57089,2011-04-29,13521829.0,Comedy Animation Family,135.0,86.0,30000000,4.8,4,2011
19635,80280,2012-03-30,10158000.0,Horror,360.0,80.0,0,4.9,3,2012
19637,117691,2012-06-22,4100000.0,Action Thriller Crime,83.0,320.0,1400000,7.0,6,2012
19647,60985,1994-11-18,3777141.0,Drama,12.0,112.0,0,5.2,11,1994
19653,82990,2012-10-17,142817992.0,Horror,574.0,95.0,5000000,5.2,10,2012
19655,59897,1984-04-06,10530000.0,Comedy Romance,4.0,94.0,0,4.6,4,1984
19667,94348,2012-10-18,30353232.0,Action Thriller Crime Mystery,303.0,101.0,45000000,5.1,10,2012
19669,83542,2012-10-26,130482868.0,Drama Science Fiction,3031.0,172.0,102000000,6.6,10,2012
19681,61012,2012-10-10,52302796.0,Thriller Horror Mystery,435.0,94.0,20000000,5.1,10,2012
19687,43937,2009-02-05,352810.0,Drama Family,23.0,100.0,2500000,6.7,2,2009
19696,128158,2012-09-08,148671.0,Drama War,33.0,98.0,0,6.2,9,2012
19700,87826,2012-10-11,73100172.0,Comedy,598.0,105.0,0,6.0,10,2012
19707,64689,2012-09-20,37930465.0,Crime Thriller,751.0,97.0,15000000,5.8,9,2012
19710,113947,2012-05-02,9138338.0,Drama Romance Comedy,183.0,98.0,1000000,6.6,5,2012
19722,84341,2012-09-12,376597.0,Drama,88.0,85.0,500000,6.3,9,2012
19724,13078,2007-09-11,44852.0,Drama,68.0,88.0,0,5.1,9,2007
19726,82690,2012-11-01,471222889.0,Family Animation Comedy Adventure,4656.0,108.0,165000000,7.1,11,2012
19727,47878,1982-10-08,946461.0,Comedy,1.0,105.0,17000000,5.3,10,1982
19731,82693,2012-09-08,205738714.0,Drama Comedy Romance,4840.0,122.0,21000000,7.0,9,2012
19732,87502,2012-11-02,161772375.0,Drama,2449.0,138.0,31000000,6.5,11,2012
19734,96724,2012-09-06,68929150.0,Drama Romance,660.0,130.0,0,6.5,9,2012
19735,87827,2012-11-20,609016565.0,Adventure Drama Action,5912.0,127.0,120000000,7.2,11,2012
19739,97430,2012-11-02,15608545.0,Action,369.0,96.0,15000000,5.2,11,2012
19749,82631,2012-09-28,5310554.0,Drama,41.0,121.0,0,5.8,9,2012
19750,123105,2012-09-13,30668.0,Horror Science Fiction Thriller,237.0,84.0,0,5.5,9,2012
19759,121879,2012-11-02,1562546.0,Music Drama,80.0,105.0,0,6.6,11,2012
19761,79070,2011-11-14,3358.0,Action Comedy Thriller Romance,48.0,98.0,2500000,6.0,11,2011
19766,77878,2011-11-30,3759582.0,Drama,73.0,135.0,0,6.9,11,2011
19771,127493,2012-05-17,2106557.0,Action Crime Drama Thriller,345.0,96.0,35000000,5.1,5,2012
19772,86837,2012-07-01,29844753.0,Drama Romance,413.0,127.0,8900000,7.5,7,2012
19795,56928,2010-06-04,31649.0,Comedy Drama Romance,12.0,98.0,5000000,5.5,6,2010
19799,72976,2012-11-09,275293450.0,History Drama,1456.0,149.0,65000000,6.7,11,2012
19809,91549,2011-09-06,3838.0,Horror,34.0,85.0,0,4.8,9,2011
19814,50620,2012-11-13,829000000.0,Adventure Fantasy Drama Romance,2641.0,115.0,120000000,6.1,11,2012
19821,58547,2011-09-12,201146.0,Comedy Drama,161.0,100.0,0,5.7,9,2011
19823,60747,2012-11-21,44806783.0,War Action Thriller Science Fiction,573.0,93.0,65000000,5.3,11,2012
19825,81188,2012-11-21,306941670.0,Fantasy Animation Family,1981.0,97.0,145000000,7.1,11,2012
19841,97614,2012-11-08,66351.0,Crime Drama Thriller,228.0,95.0,12000000,5.6,11,2012
19858,102780,2012-09-09,89237.0,Drama Fantasy Thriller,300.0,118.0,10000000,6.1,9,2012
19862,85446,2012-07-26,140470746.0,Music Drama Romance,679.0,99.0,33000000,6.7,7,2012
19924,98545,2011-09-13,539896.0,Comedy Drama Romance,43.0,96.0,0,5.7,9,2011
19925,152795,2013-05-16,455815.0,Drama Science Fiction Animation,165.0,122.0,0,6.4,5,2013
19928,112336,2012-11-22,23570541.0,Drama,527.0,98.0,0,6.3,11,2012
19947,85525,2011-09-08,11.0,Drama Foreign,27.0,79.0,0,6.9,9,2011
19956,76349,2011-07-03,108348.0,Adventure Drama Action History War,41.0,125.0,30000000,5.0,7,2011
19958,10275,1982-01-21,16157801.0,Action,26.0,95.0,0,7.2,1,1982
19959,37030,1984-01-26,3554460.0,Action Comedy,7.0,103.0,0,6.2,1,1984
19966,88284,2012-03-08,4129250.0,Drama,71.0,105.0,0,7.3,3,2012
19971,49051,2012-11-26,1021103568.0,Adventure Fantasy Action,8427.0,169.0,250000000,7.0,11,2012
19977,20811,1992-05-29,8096542.0,Action,28.0,92.0,0,5.9,5,1992
19980,87504,2012-12-07,8887603.0,Comedy Drama History,77.0,94.0,0,5.3,12,2012
19981,84305,2012-06-22,1576687.0,Drama Comedy,69.0,94.0,26350000,4.9,6,2012
19984,106135,2012-05-18,1832541.0,Drama,14.0,95.0,13000000,5.6,5,2012
20000,117629,2012-05-16,116207.0,Drama Romance,22.0,84.0,500000,6.8,5,2012
20006,127501,2012-09-14,2804874.0,Drama Romance Comedy,84.0,155.0,4437508,7.2,9,2012
20008,97630,2012-12-19,132820716.0,Thriller Drama History,1723.0,157.0,40000000,6.7,12,2012
20011,84185,2012-10-01,1328467.0,Documentary,62.0,74.0,0,7.4,10,2012
20021,139567,2012-08-31,4636169.0,Action Crime Drama Thriller,223.0,97.0,20000000,5.6,8,2012
20022,82654,2013-01-31,116980662.0,Horror Comedy Romance,2698.0,97.0,35000000,6.4,1,2013
20047,82687,2012-12-19,41863726.0,Comedy,287.0,95.0,40000000,5.4,12,2012
20050,75780,2012-12-20,218340595.0,Crime Drama Thriller,3046.0,130.0,60000000,6.3,12,2012
20051,68718,2012-12-25,425368238.0,Drama Western,10297.0,165.0,100000000,7.8,12,2012
20052,89492,2012-12-20,88058786.0,Comedy,909.0,134.0,35000000,5.6,12,2012
20059,94352,2012-11-09,34153101.0,Fantasy Family,58.0,91.0,0,6.1,11,2012
20060,80278,2012-09-09,180274123.0,Thriller Drama,2071.0,113.0,42000000,7.0,9,2012
20062,82695,2012-12-18,441809770.0,Drama Music Romance,1925.0,157.0,61000000,7.2,12,2012
20066,87440,2012-04-20,22930.0,Comedy Drama,96.0,90.0,0,6.2,4,2012
20072,128270,2012-12-21,610792.0,Drama,32.0,112.0,20000000,5.4,12,2012
20073,121826,2012-09-08,59520298.0,Drama Comedy Romance,141.0,98.0,11000000,6.4,9,2012
20074,139455,2012-11-30,14567.0,Comedy Horror Thriller Mystery,71.0,99.0,0,4.8,11,2012
20111,41592,2010-05-19,18144030.0,Drama,98.0,98.0,5773100,6.1,5,2010
20121,88042,2012-12-25,119772232.0,Comedy,212.0,104.0,25000000,5.8,12,2012
20126,50081,2011-04-08,7732325.0,Documentary,20.0,40.0,0,7.2,4,2011
20132,124067,2012-05-24,273747.0,Documentary,33.0,119.0,0,6.8,5,2012
20133,134597,2012-09-21,6842058.0,Horror Thriller,294.0,94.0,0,5.9,9,2012
20151,127533,2012-08-25,61700000.0,Action Drama History,174.0,134.0,0,7.2,8,2012
20163,133694,2012-09-23,8138788.0,Drama,246.0,106.0,15000000,6.0,9,2012
20177,116613,2012-09-11,6294161.0,Action Drama Crime,110.0,112.0,3730500,5.7,9,2012
20178,118628,2012-09-14,11620000.0,Drama,68.0,133.0,2840000,7.3,9,2012
20191,45360,2007-06-29,18.0,Documentary,5.0,88.0,0,6.0,6,2007
20193,138376,2012-11-29,5750.0,Action Thriller,35.0,106.0,0,5.3,11,2012
20203,76617,2013-01-03,47241945.0,Horror Thriller,475.0,92.0,20000000,5.3,1,2013
20206,82682,2013-01-10,105200903.0,Crime Drama Action Thriller,1805.0,113.0,60000000,6.2,1,2013
20212,87496,2012-09-06,19633027.0,Drama Thriller,261.0,121.0,0,5.9,9,2012
20214,98339,2012-03-02,2521.0,Thriller,69.0,90.0,12000000,5.2,3,2012
20216,68812,2012-09-01,1969193.0,Thriller Crime Drama,368.0,105.0,20000000,6.4,9,2012
20223,139038,2013-01-11,60141683.0,Comedy Horror,523.0,86.0,2500000,5.4,1,2013
20234,103740,2012-09-12,124919.0,Drama Romance,54.0,150.0,0,7.2,9,2012
20259,134673,2012-10-08,2293798.0,Drama History,34.0,111.0,0,6.5,10,2012
20262,132232,2013-01-17,146497771.0,Horror,1452.0,100.0,15000000,6.0,1,2013
20264,145197,2013-04-05,444098.0,Drama Science Fiction,277.0,96.0,100000,6.5,4,2013
20273,98357,2013-01-18,19701164.0,Thriller Crime Drama,601.0,109.0,56000000,5.7,1,2013
20274,23976,2009-04-24,26042.0,Documentary,4.0,90.0,0,5.4,4,2009
20277,121872,2012-09-07,1005700.0,Drama,79.0,89.0,0,6.4,9,2012
20281,84336,2012-02-12,419953.0,Thriller,84.0,101.0,6300000,5.7,2,2012
20305,77117,2011-05-04,48000000.0,Drama,56.0,124.0,3550000,8.0,5,2011
20307,85872,2012-03-07,306724.0,Comedy,173.0,84.0,0,5.9,3,2012
20314,87818,2013-01-01,32438988.0,Comedy,816.0,90.0,6000000,4.5,1,2013
20324,119283,2013-01-23,46216641.0,Action Crime,1467.0,118.0,35000000,5.7,1,2013
20326,91186,2011-09-04,2802459.0,Drama,45.0,118.0,0,6.9,9,2011
20328,84191,2013-03-01,8326.0,Drama,16.0,89.0,0,5.8,3,2013
20333,117974,2012-11-30,61782.0,Comedy Crime Adventure,187.0,88.0,0,6.2,11,2012
20335,60304,2013-01-17,224803475.0,Fantasy Horror Action,3290.0,88.0,50000000,5.7,1,2013
20341,70829,2010-12-29,16700000.0,Action Comedy Thriller,7.0,100.0,13400000,4.7,12,2010
20360,87499,2013-05-31,2401510.0,Drama Thriller,308.0,116.0,6500000,6.5,5,2013
20373,127864,2012-09-21,279735.0,Drama Fantasy,67.0,104.0,0,7.1,9,2012
20376,127505,2012-09-21,14056.0,Documentary,3.0,96.0,0,4.7,9,2012
20377,89750,2011-09-11,25000.0,Documentary,6.0,97.0,900000,6.8,9,2011
20378,114562,2012-07-13,44689.0,Drama Documentary,6.0,77.0,0,5.9,7,2012
20383,58244,2012-09-27,8106475.0,Romance Science Fiction Drama Fantasy,1094.0,104.0,60000000,6.2,9,2012
20391,83890,2013-01-18,134634.0,Crime Drama,17.0,94.0,0,5.8,1,2013
20400,110398,2012-08-07,2341226.0,Drama History,132.0,118.0,0,7.0,8,2012
20410,109421,2013-02-07,63372757.0,Thriller Crime Drama,1340.0,106.0,30000000,6.4,2,2013
20411,121598,2012-10-26,884100.0,Drama,15.0,148.0,0,5.4,10,2012
20413,109431,2013-02-07,173965010.0,Comedy Crime,1667.0,111.0,35000000,5.6,2,2013
20416,87436,2013-06-28,21660.0,Horror,175.0,123.0,0,4.7,6,2013
20441,127370,2012-09-15,1697294.0,Music Comedy Romance Drama,66.0,93.0,0,6.5,9,2012
20442,109491,2013-02-13,60052138.0,Fantasy Drama Romance,1017.0,124.0,60000000,5.6,2,2013
20447,47964,2013-02-06,304654182.0,Action Thriller,3519.0,98.0,92000000,5.2,2,2013
20450,107811,2013-03-01,48065672.0,Comedy,748.0,93.0,13000000,5.7,3,2013
20457,112949,2013-02-07,97594140.0,Romance,840.0,115.0,28000000,6.9,2,2013
20458,85545,2011-09-09,911466.0,Drama Romance,45.0,96.0,4000000,5.1,9,2011
20462,123678,2012-08-31,444575.0,Documentary,213.0,115.0,1000000,7.5,8,2012
20470,122857,2012-10-04,1402307.0,Thriller Action Science Fiction Horror Mystery,139.0,114.0,11500000,5.1,10,2012
20478,68179,2013-02-14,74597643.0,Animation Comedy Adventure Family Science Fiction,337.0,89.0,40000000,5.7,2,2013
20488,132344,2013-04-05,11176469.0,Romance Drama,583.0,108.0,3000000,7.3,4,2013
20489,89008,2011-09-09,366377.0,Comedy Romance Drama,149.0,90.0,0,5.3,9,2011
20498,134411,2013-02-21,42930462.0,Thriller Drama,1155.0,112.0,35000000,5.8,2,2013
20502,50275,2013-02-08,34664.0,Documentary,123.0,82.0,0,7.0,2,2013
20505,145135,2013-02-21,25174316.0,Science Fiction Thriller Horror,668.0,97.0,3500000,6.1,2,2013
20511,130739,2012-07-03,2750275.0,Comedy Drama,113.0,88.0,300000,7.0,7,2012
20527,81005,2013-02-27,197687603.0,Action Family Fantasy,2634.0,114.0,195000000,5.5,2,2013
20529,146203,2013-02-28,15179302.0,Horror Thriller,204.0,88.0,5000000,4.4,2,2013
20530,103162,1998-10-21,21350.0,Comedy Documentary,1.0,100.0,0,9.5,10,1998
20533,129112,2012-08-31,1347747.0,Drama,125.0,98.0,0,7.2,8,2012
20536,72559,2013-03-26,371876278.0,Adventure Action Science Fiction Thriller,3045.0,110.0,130000000,5.4,3,2013
20539,86825,2013-02-28,12077441.0,Drama Horror Thriller,895.0,99.0,12000000,6.5,2,2013
20540,152259,2013-01-03,1034589.0,Thriller,120.0,99.0,10000000,5.5,1,2013
20544,68728,2013-03-07,491868548.0,Fantasy Adventure Family,3576.0,130.0,200000000,5.7,3,2013
20546,28485,1978-08-12,594947.0,Horror Thriller,8.0,82.0,0,6.3,8,1978
20549,102362,2013-03-08,18074539.0,Thriller Action Crime Drama,646.0,118.0,0,5.9,3,2013
20550,49519,2013-03-20,585178928.0,Adventure Animation Comedy Family Fantasy,2447.0,98.0,135000000,6.8,3,2013
20571,127372,2012-09-14,3346265.0,Drama History War,99.0,105.0,0,6.1,9,2012
20577,139948,2012-11-01,111300.0,Foreign Documentary,7.0,86.0,225000,7.1,11,2012
20596,150117,2013-02-08,28234657.0,Comedy Romance,348.0,97.0,0,5.4,2,2013
20597,124459,2013-03-14,27437881.0,Comedy,732.0,100.0,30000000,5.3,3,2013
20598,122081,2013-01-24,31724284.0,Drama Crime,1580.0,94.0,5000000,5.0,1,2013
20603,144789,2013-03-08,11724119.0,Comedy,219.0,90.0,5000000,5.8,3,2013
20619,158011,2013-03-14,68572378.0,Crime Thriller,1275.0,94.0,13000000,6.6,3,2013
20620,117263,2013-03-20,161025640.0,Action Thriller,3010.0,120.0,70000000,6.2,3,2013
20623,156268,2013-03-22,228.0,Comedy,31.0,84.0,0,3.6,3,2013
20658,121875,2012-09-26,11879046.0,Comedy Drama Mystery Thriller,259.0,105.0,0,7.3,9,2012
20663,97367,2013-03-20,35485608.0,Drama Crime,1689.0,140.0,15000000,6.8,3,2013
20664,78215,2012-03-06,704.0,Action Drama,96.0,100.0,0,6.9,3,2012
20670,72710,2013-03-22,63327201.0,Action Adventure Romance Science Fiction Thriller,1859.0,125.0,44000000,6.0,3,2013
20679,65650,2011-01-01,5206.0,Drama Thriller,52.0,93.0,6000000,5.0,1,2011
20681,144340,2013-03-21,18000000.0,Comedy Drama Romance,307.0,107.0,13000000,5.5,3,2013
20695,60579,2000-02-18,4900000.0,Drama Foreign,10.0,199.0,3900000,6.7,2,2000
20720,109428,2013-04-05,97542952.0,Horror,1754.0,91.0,17000000,6.4,4,2013
20721,68727,2013-03-27,24261569.0,Thriller Crime Drama Mystery,975.0,101.0,20000000,6.5,3,2013
20726,93828,2013-03-15,9747.0,Action Adventure Crime,284.0,99.0,8500000,5.7,3,2013
20727,128136,2012-09-11,45250.0,Comedy Romance,60.0,98.0,0,5.6,9,2012
20737,44895,2000-06-16,1404.0,Crime Comedy,7.0,85.0,1200000,3.9,6,2000
20750,75612,2013-04-10,286168572.0,Action Science Fiction Adventure Mystery,4862.0,124.0,120000000,6.4,4,2013
20755,59963,2012-03-28,432274.0,Thriller Adventure Drama,61.0,113.0,25000000,4.8,3,2012
20758,60281,2013-02-22,587615.0,Drama Romance,164.0,112.0,0,5.9,2,2013
20759,109410,2013-04-12,95020213.0,Drama,795.0,128.0,40000000,6.8,4,2013
20773,126250,2012-09-04,10016934.0,Comedy Romance,86.0,116.0,5500000,6.2,9,2012
20780,50221,2009-08-07,4542.0,Documentary Foreign,4.0,90.0,0,6.0,8,2009
20784,127517,2012-09-11,3428048.0,Drama Thriller,459.0,115.0,10000000,6.9,9,2012
20791,4258,2013-04-11,78378744.0,Comedy,813.0,86.0,20000000,4.6,4,2013
20794,13647,2007-01-23,5300000.0,Animation Action Science Fiction,43.0,83.0,0,5.5,1,2007
20795,63686,2011-05-16,3100000.0,Adventure Animation Action,53.0,77.0,0,6.2,5,2011
20799,134374,2013-04-18,86175291.0,Thriller Crime Action,1595.0,130.0,25000000,6.1,4,2013
20807,30675,2010-02-02,7000000.0,Animation Action Science Fiction,108.0,81.0,0,6.7,2,2010
20808,137563,2013-06-27,125.0,Documentary Music,36.0,96.0,0,7.1,6,2013
20809,176124,2013-04-19,2861020.0,Drama,25.0,114.0,1200000,6.3,4,2013
20817,44865,2013-01-08,64076736.0,Action Drama History,280.0,130.0,3860000,6.3,1,2013
20829,109414,2013-06-12,126041322.0,Action Comedy,2394.0,107.0,32000000,6.2,6,2013
